ID	taskID	catalogNumber	country	eventDate	eventID	fieldNotes	fieldNumber	locationID	relatedResourceID	scientificName	stateProvince	transcriberNotes	validatorNotes	verbatimElevation	verbatimLatitude	verbatimLocality	verbatimLocalityID	verbatimLongitude	collector1	collector2	collector3	collector4
307	2650514	1193816	Jamaica	7/24/1926		1183774	10398			Passiflora pallida	Saint Ann			400-750 m.		"Union Hill and vicinity, northern slopes of Mount Diablo"			"Maxon, William R."			
308	2650524	1193817	Dominican Republic	1871-01/1871-03		91734	2X			Passiflora pallida	Santo Domingo					Santo Domingo			"Wright, C."	"Parry, C. C."	"Brummel, H."	
309	2650534	1193818	Dominican Republic	1946-11-03/1946-11-07		2228808	9628			Passiflora pallida	Seibo					Vicinity of Higuey			"Howard, R. A."	"Howard, E. S."		
310	2650544	1193819	Jamaica	4/29/1903		427979	1679			Passiflora pallida	Kingston			1200-1500 ft.		"Vicinity of Mona Mountain, East of Hope Gardens, near Kingston"			"Maxon, William R."			
311	2650554	1193820	Bahamas	3/17/1978		2941948	4672			Passiflora pallida	Exuma					"Vine growing on shrub near Ceasar's cultivated bean field, Hummingbird Cay, Exuma [island] chain."			"Blair, E."			
312	2650564	1193821	Bahamas	1905-12-21/1906-01-06		655373	4414			Passiflora pallida	Acklins					"Acklins Island, Gold Rock"			"Brace, L. J. K."			
313	2650574	1193822	Cuba	3/25/1927		1490390	4994			Passiflora pallida	Cienfuegos					"Soledad, Cienfuegos."			"Jack, J. G."			
314	2650584	1193823	Cuba	8/17/1927		1490405	5296			Passiflora pallida	Cienfuegos					"Limones, Soledad"			"Jack, J. G."			
315	2650594	1193824	Cuba	8/17/1927		1490392	5296			Passiflora pallida	Cienfuegos	Limones and Soledad are two communities near each other in Province of Cienfuego.				"Limones, Soledad, Cienfuegos"			"Jack, J. G."			
316	2650604	1193825	Dominican Republic	1946-11-03/1946-11-07		2228776	9754			Passiflora pallida	El Seibo					Vicinity of Higuey: Near Canada Honda.			"Howard, R. A."	"Howard, E. S."		
317	2650614	1193826	Bahamas	1906-01-09/1906-01-23		655469	4774			Passiflora pallida	Crooked Island and Long Cay					"Marine View Hill, Crooked Island"			"Brace, L. J. K."			
318	2650624	1193827	Bahamas	1948-05		1956185	10072			Passiflora pallida	Bimini					"South Bimini, Bimini Island Group."			"Howard, R. A."	"Howard, E. S."		
319	2650634	1193828	Guadeloupe	7/24/1935		1557924	190			Passiflora pallida	Guadeloupe			25 m.		Marie Galante - Capesterre			"Stehle, H."			
320	2650644	1193829	Virgin Islands	1/17/1988		3140107	2330			Passiflora pallida	Saint John Island			90 m.		"U.S. Virgin Islands. Cruz Bay,\nMaria Bluff. Disturbed, open roadside."			"Acevedo-Rodriguez, P."	"Reilly, A."	"Stone, J."	
321	2650654	1193830	Virgin Islands	1887-07		1360111	s.n.			Passiflora pallida	Saint Thomas	"This specimen ""Distrib. by Baron Eggers.""\nEggers is recorded as collector, as confirmed (in other collections) that he was working on St. Thomas at this time. ""Baron"" is a title, not a first name."				"Indiae Occidentalis\nU.S. Virgin Islands: Cowells [Cowell] Hill, St Thomas."			"Eggers, H. F. A."			
322	2650664	1193831	Dominican Republic	9/24/1957		2229590	3584			Passiflora pallida	Santiago					"Jaiqui Picao, midway between Santiago de los Caballeros and San Jose de las Matas"			"Jimenez, Jose de JS."			
323	2650674	1193832	Dominican Republic	1/20/1932		1556534	2625			Passiflora pallida	La Romana	Date conflict between printed and handwritten portions of label. Unable to reconcile	Confirmed that Fairchild was on the Armour Expedition of 1932. Consider handwritten date was an unconscious error by Fairchild as it is unlikely that the label would be printed in error and used 10 years prior. Date amended to 1932.			Saona Island			"Fairchild, David"			
324	2650684	1193833	Dominican Republic	1913-03		760568	4442			Passiflora pallida	San Pedro de Macoris					"San Pedro de Macoris, Santo Domingo"			"Rose, J. N."			
325	2650694	1193834	Cuba	10/13/1941		1783003	3315			Passiflora pallida	Santiago de Cuba					Bluffs near El Morro			"Morton, C. V."			
326	2650704	1193835	Haiti	5/3/1942		1784086	1190			Passiflora pallida	Ouest			500 m.		Mornes a Cabrites [Cabrit]			"Holdridge, L. R."			
327	2650714	1193836	Cuba			1687710	4449			Passiflora pallida		No date or location details. \nEx Madrid.				(Ex Madrid)			Sesse	Mocino		
328	2650724	1193837	Cuba	1941-10-16/1941-10-17		1782029	3091			Passiflora pallida	Holguin			600-700 m.		"Oriente: South of lumber camp, crest of Sierra Nipe"			"Morton, C. V."	"Acuna, Julian"		
329	2650734	1193838	Cuba	10/13/1941		1783002	3314			Passiflora pallida	Santiago de Cuba					Bluffs near El Morro			"Morton, C. V."			
330	2650744	1193839	Guadeloupe	9/6/1935		1558055	317			Passiflora pallida	Guadeloupe			0 m		Route de Pointe a Pitre au Gosier			"Stehle, H."			
331	2650754	1193840	Guadeloupe	1/23/1937		1712327	1493			Passiflora pallida	Guadeloupe		Abymes and Pointe a Pitre are place names.  \nGrande-Terre is an island.	20 m.		Mornes calcaires de Petites Abymes (Jues Jardin & Essart de Pointe-à-Pitre) Grande-Terre spontanee			"Stehle, H."			
332	2650764	1193841	Guadeloupe	10/7/1974		3189647	295			Passiflora pallida	Guadeloupe		"Duportail could not be identified.  Location could  be ""Pointe du Portail"", standard name: Pointe a l'Eau"	300 m.		"Lamentin: après Duportail, en prenant le sentier du Chemin des Contrebandiers"			"Jeremie, J."			
333	2650774	1193842	Cuba	1860/1864		1361155	1245			Passiflora pallida			"Ex Herb. Wm. M. Canby, Wilmington, Delaware"						"Wright, C."			
334	2650784	1193843	Dominican Republic	3/14/1928		1413567	1117			Passiflora pallida	Samaná					Samaná and vicinity			"Miller, Gerrit S. Jr."			
335	2650794	1193844	Cuba	1949-01		2286597	6369			Passiflora pallida	Santiago de Cuba					"Prov. Oriente: Siboney, Santiago"			"Clemente, Bro."			
336	2650804	1193845	Cuba			1687711	4451			Passiflora pallida	Ciudad de La Habana		Ex Herb. Madrid\n\nNo date			Havana			Sesse	Mocino		
337	2650814	1193846	Cuba	1949-01		2286599	6395			Passiflora pallida	Santiago de Cuba					"Coastal thickets: Justici, Santiago."			"Clemente, Bro."			
338	2650824	1193847	Dominica	11/2/1964		2468886	1889			Passiflora pallida	Saint John			30 ft.		"St. John Parish, Cabrit Swamp"			"Nicholson, D. H."			
339	2650834	1193848	Cuba	12/7/1930		1480230	13523			Passiflora pallida	Ciudad de La Habana					Morro Castle			"Killip, E. P."			
340	2650844	1193849	Cuba	1/11/1956		2285000	8857			Passiflora pallida	Guantánamo			100-600 meters		"Punton de Cuero, mountain north of Imias, southern coast of Oriente"			"Morton, C. V."	"Alain, Bro."		
341	2650854	1193850	Cuba	12/13/1931		1478647	13828			Passiflora pallida	Ciudad de La Habana					Province of Havana: Cojimar (limestone)			"Killip, E. P."			
342	2650864	1193851	Cuba	10/25/1909		848919	2768			Passiflora pallida	Camaguey					Cayo Paredon Grande			"Shafer, J. A."			
343	2650874	1193852	Dominican Republic	10/18/1946		2111015	9498			Passiflora pallida	San Pedro de Macorís	San Pedro de Macorís is both province and capital of province				20 km. W. of San Pedro de Macoria			"Howard, R. A."	"Howard, E. S."		
344	2650884	1193853	Haiti	3/3/1925		1148319	222			Passiflora pallida	Nord-Est					Near Mon Repos			"Miller, Gerrit S. Jr."			
345	2650894	1193854	Haiti	1920-04-01/1920-04-02		1075783	3462			Passiflora pallida	Ouest					"Base of clay bank, on road to Petionville. Vicinity of Port au Prince."			"Leonard, E. C."			
346	2650904	1193855	Haiti	1920-04-01/1920-04-02		1075782	3462			Passiflora pallida	Ouest					Vicinity of Port au Prince on road to Pétionville			"Leonard, E. C."			
347	2650914	1193856	Guadeloupe	5/9/1935		1557986	253			Passiflora pallida	Guadeloupe					Saintes Terre de Haut			"Stehle, H."			
348	2650924	1193857	Cuba	1/8/1912		699386	11677			Passiflora pallida	Pinar del Rio					Vicinity of Los Palacios			"Shafer, J. A."			
349	2650934	1193858	Haiti	12/29/1928		1450271	11294			Passiflora pallida	Nord-Ouest					South slopes of table-land West of La  Vallee. Tortue Island			"Leonard, Emery C."	"Leonard, Genevieve M."		
350	2650944	1193859	Dominican Republic	8/9/1950		2114098	12449			Passiflora pallida	Pedernales		Pedernales dept. ref. GeoNames.			"North end of Beata Island, Province of Barahona"			"Howard, R. A."			
351	2650954	1193860	Dominican Republic	3/14/1928		1413566	1116			Passiflora pallida	Samana					Samana and vicinity			"Miller, Gerrit S. Jr."			
352	2650964	1193861	Guadeloupe	1897-09-26		846990	3929			Passiflora pallida	Guadeloupe					Assez abondant dans les habiers ombrages par les grands arbres au Cordde de mer pres du cimetiere des Japonais et des Indiens. Pres du bourg de Saint-Francois.			"Duss, Pere"			
353	2650974	1193862	Guadeloupe	3/12/1939		2443653	4033			Passiflora pallida	Guadeloupe					Port-Louis			"Questel, Adrien"			
354	2650984	1193863	Dominican Republic	10/17/1948		1955919	1732			Passiflora pallida	Santiago			250 m.		Baitoa			"Jimenez, A."			
355	2650994	1193864	Cuba			1341445	1767			Passiflora pallida			Ex. Herb. Mus. Paris\n\nno date?						"de la Sagra, Ramon"	"de Franqueville, D. D."		
356	2651004	1193865	Cuba	1889-03		943549	4873			Passiflora pallida	Guantánamo					Romelie [Hector Infante]			Eggers			
357	2651014	1193866	Cuba	12/7/1909		697402	3073			Passiflora pallida	Holguín			450-550 M.		"Sierra Nipe, near Woodfred, Oreinte"			"Shafer, J. A."			
358	2651024	1193867	Cuba	1944-07		2286511	3941			Passiflora pallida	Holguín					"Province Oriente: Pinelands, Punta Gorda, Moa."			"Clemente, Bro."	"Alain, Bro."		
359	2651034	1193868	Cuba	1948-01		2286571	5829			Passiflora pallida	Santiago de Cuba					"Sardinero, Santiago. Province Oriente."			"Clemente, Bro."			
360	2651044	1193869	Cuba	1956-01-15/1956-01-16		2285243	9159			Passiflora pallida	Guantánamo			50 meters		"Oriente: Dry cliffs beside the Rio Jauco, southern coast of Oriente"			"Morton, C. V."	"Alain, Bro."		
361	2651054	1193870	Cuba	3/8/1900		372852	194			Passiflora pallida	Pinar del Río					El Guama			"Palmer, William"	"Riley, J. H."		
362	2651064	1193871	Haiti	1920-04-01/1920-04-02		1075784	3463			Passiflora pallida	Ouest					"Vicinity of Port au Prince, road to Petionville."			"Leonard, E. C."			
363	2651074	1193872	Haiti	1920-06-15/1950-06-28		1077565	4997			Passiflora pallida	Ouest			about 350 meters		Vicinity of Petionville			"Leonard, E. C."			
364	2651084	1193874	Cuba	1909-03-17/1909-03-30		847708	2019			Passiflora pallida	Guantanamo					"United States Naval Station\nGuantanamo Bay, Oriente, Coral rock bench."			"Britton, N. L."			
365	2651094	1193875	Bahamas	8/8/1960		2432310	10914			Passiflora pallida	West Grand Bahama				26°30' N	Grand Bahama: pineland c. 0.5 mi. W. of Hawksbill Creek channel (vicinity of Eight Mile Rock).		78°46' W	"Webster, Grady L."			
366	2651104	1193876	Bermuda	7/27/1913		717538	235			Passiflora pallida	Smithʼs					Hillside by Flatts [Flatt's Village]			"Collins, F. S."			
367	2651114	1193877	Cuba	1941-10-16/1941-10-18		1782055	3171			Passiflora pallida	Holguín			600-700 meters		"Oriente: Pinelands, crest of Sierra Nipe"			"Morton, C. V."	"Acuna, Julian"		
368	2651124	1193878	Cuba	1956-01-09/1956-01-10		2284960	8813			Passiflora pallida	Guantánamo			sea level		"Oriente: coastal thickets East of Guantanamo, on the Via Azul."			"Morton, C. V."	"Alain, Bro."		
369	2651134	1193879	Cuba	2/24/1956		2350965	10492			Passiflora pallida	Cienfuegos					"Las Villas; Farallones de Guajimico, on the coast east of Cienfuegos."			"Morton, C. V."			
370	2651144	1193880	Cuba	2/24/1956		2350991	10518			Passiflora pallida	Cienfuegos					"Las Villas: Farallones de Guajimico, on the coast east of Cienfuegos."			"Morton, C. V."			
371	2651154	1193881	Cuba	9/23/1951		2226810	198			Passiflora pallida	Santiago de Cuba					Province Oreinte: En las Lomas junto al Pueblo de Siboney			"Lopez-Figueiras, M."			
372	2651164	1193882	Cuba	1947-04		2286556	5309			Passiflora pallida	Santiago de Cuba					"Vedado, Habana, Prov. Oriente\nCoastal thickets: El Morro Santiago"			"Clemente, Bro."			
373	2651174	1193883	Bahamas	6/18/1981		2995519	52077			Passiflora pallida	Central Abaco					Great Abaco: in grassy open pine lands along Queens Highway about 8 miles South of Marsh Harbour.			"Correll, D. S."	"Wasshausen, Dieter"		
374	2651184	1193884	Haiti	1920-06-15/1920-06-28		1077564	4997			Passiflora pallida	Ouest			about 350 meters		Vicinity of Petionville			"Leonard, E. C."			
375	2651194	1193885	Cuba	1949-01		2286596	6369			Passiflora pallida	Santiago de Cuba		Province Oriente is historic.\nSantiago de Cuba is current province.\nSustici was not identified/located.			"Coastal thickets, Susticí, Santiago\n"			"Clemente, Bro."			
376	2651204	1193886	Cuba	1948-01		2286567	5779			Passiflora pallida	Santiago de Cuba					"Province Oriente. Coastal cliffs: Sardinero, Santiago."			"Clemente, Bro."			
377	2651214	1193887	Haiti	1/13/1926		1301870	8811			Passiflora pallida	Artibonite			325-900 m.		Vicinity of Ennery			"Leonard, E. C."			
378	2651224	1193888	Haiti	1920-04-04/1920-04-12		1075901	3562			Passiflora pallida	Ouest					"Vicinity of Etang, Etang Saumatre"			"Leonard, E. C."			
379	2651234	1193889	Haiti	2/13/1926		1301884	9726			Passiflora pallida	Artibonite			325-900 m.		North of Ennery			"Leonard, E. C."			
380	2651244	1193890	Cuba	1947-03		2286547	5187			Passiflora pallida	Santiago de Cuba					"Province Oriente. Coastal thickets: Nispero, Santiago."			"Clemente, Bro."			
381	2651254	1193891	Jamaica	2/24/1920		1046207	370			Passiflora penduliflora	Saint Catherine	Lluidas Vale - Saint Catherine\nMoneague - Saint Ann		300-500 m.		Along trail from Luidas [Lluidas] Vale to Moneague			"Maxon, William R."	"Killip, Ellsworth P."		
382	2651264	1193892	Jamaica	1920-02-25/1920-02-28		1046252	460			Passiflora penduliflora		Mt Diablo is not associated with a parish (1st admin area).		500-800 meters		Upper slopes of Mount Diabolo [Diablo]			"Maxon, William R."	"Killip, Ellsworth P."		
383	2651274	1193893	Jamaica	3/7/1920		1046355	831			Passiflora penduliflora	Portland			about 1175 meters		"Near Vinegar Hill, Portland"			"Maxon, William R."	"Killip, Ellsworth P."		
384	2651284	1193894	Jamaica	2/24/1920		1046200	361			Passiflora penduliflora	Saint Catherine			300-500 m.		Along trail from Luidas Vale to Moneague.			"Maxon, William R."	"Killip, Ellsworth P."		
385	2651294	1193895	Jamaica	9/18/1907		656769	9941			Passiflora penduliflora	Westmoreland					"Peter's Vale, Westmoreland"			"Harris, William"			
386	2651304	1193896	Jamaica	9/10/1906		524718	9414			Passiflora penduliflora		Province could not be determined - three locations with name Troy (GeoNames).		2000 ft.		Near Troy			"Harris, William"			
387	2651314	1193897	Cuba	1948-10		2286592	6275			Passiflora penduliflora	"Santiago de Cuba	"					"Coastal thickets: Sardinero, Santiago"			"Clemente, Bro."			
388	2651324	1193898	Cuba	1912-03-10/1912-03-25		698519	12845			Passiflora penduliflora	Santiago de Cuba					"Province of Oriente, vicinity of Santiago\n"			"Britton, N. L."	"Britton, E. G."	"Cowell, J. F."	
389	2651334	1193899	Cuba	1/28/1909		658914	70			Passiflora penduliflora	Camagüey					Vicinity of La Gloria			"Shafer, J. A."			
390	2651344	1193900	Jamaica	2/18/1900		349498	218			Passiflora penduliflora	Saint Andrew		Cultivated (?)\nCinchona is not listed in GeoNames.  There are\nCinchona Botanical Gardens at 5000ft. (National Heritage Trust)	5000 ft.		Cinchona			"Clute, Willard N."			
391	2651354	1193901	Cuba	10/15/1941		1781979	2915			Passiflora penduliflora	Holguín			400 meters		Oriente: Serpentine formation North slope of Sierra Nipe.			"Morton, C. V."	"Acuna, Julian"		
392	2651364	1193902	Jamaica	3/10/1920		1046378	921			Passiflora perfoliata		Date & alt. checked on high res. image.\nNew Haven Gap not identified.	"New Haven Gap is described as about 3 miles from Cinchona Botanical Gardens in ""Journal of the New York Botanical Garden"", Volumes 4-5 1903"	1500-1600 meters		Below New Haven Gap			"Maxon, William R."	"Killip, Ellsworth P."		
393	2651374	1193903	Jamaica	5/14/1952		2112463	s.n.			Passiflora perfoliata	Saint Thomas			c. 300 ft.		Eleven Mile.			"Lewis, C. B."			
394	2651384	1193904	Jamaica	2/15/1916		1045003	3			Passiflora perfoliata	Kingston					"Roadsides, Rockfort"			"Killip, Ellsworth, P."			
395	2651394	1193905	Jamaica	3/26/1931		1479138	1420			Passiflora perfoliata	Saint James					"Rose Hall, Parish of St. James"			"Miller, Gerrit S."			
396	2651404	1193906	Jamaica	5/21/1904		520018	2114			Passiflora perfoliata	Saint Andrew					Vicinity of Hope Gardens			"Maxon, William R."			
397	2651414	1193907	Jamaica	7/24/1966		2906506	1686			Passiflora perfoliata	Manchester					Collected along Gut River			"Read, R. W."			
398	2651424	1193908	Jamaica	3/16/1920		1046500	1402			Passiflora perfoliata	Saint Andrew					Brushy bank along trail from Abbey Green near Mavis Bank			"Maxon, William R."	"Killip, Ellsworth P."		
399	2651434	1193909	Jamaica	8/25/1927		1477301	2644			Passiflora perfoliata	Saint Thomas					Arntully			"Orcutt, C. R."			
400	2651444	1193910	Jamaica			1414792	4957			Passiflora perfoliata	Kingston	No date				Kingston			"Orcutt, C. R."			
401	2651454	1193911	Jamaica	9/5/1907		656242	1209			Passiflora perfoliata	Saint Elizabeth					Santa Cruz Mountains: Potsdam to Pedro Plains.			"Britton, N. L."			
402	2651464	1193912	Jamaica	6/19/1959		2351667	8366			Passiflora perfoliata	Kingston			300-750 ft.		"Kingston: Long Mountain, south slope, road to Wareika, scrub on limestone"			"Webster, G. L."	"Ellis, J."	"Miller, K."	
403	2651474	1193913	Dominica	4/30/1940		2424952	3284			Passiflora rubra	Saint David					Carib trail from Salybia to Hatton Garden			"Hodge, Walter H."			
404	2651484	1193914	Dominica	7/22/1965		2538423	1938			Passiflora rubra	Saint Joseph	Place names could not identified.	Confirmed Carholm Estate in St. Joseph	ca. 50-650 ft.		"Near Carholm Estate. Layou River Valley, stream northeast of Clarke Hall, Brookhill Estate (Manette Gutter)."			"Ernst, W. R."			
405	2651494	1193915	Dominica	4/22/1946		2443643	6371			Passiflora rubra	Saint David			300 m.		Bataca [Bataka]			"Stehle, H."	"Stehle, M."		
406	2651504	1193916	Montserrat	1/30/1907		695327	358			Passiflora rubra	Saint Anthony			1300 ft.		"Fergus Mountain, edge of ""Purrsine Sands"""			"Shafer, J. A."			
407	2651514	1193917	Guadeloupe	5/10/1936		1712333	1851			Passiflora rubra	Guadeloupe			15 m.		Anse-Bertrans [Anse-Bertrand]			"Stehle, H."			
408	2651524	1193918	Guadeloupe	7/25/1937		2443655	2704			Passiflora rubra				750 m.		"Bains-Jaunes, au dessons de l'Ajoupa"			"Stehle, H."			
409	2651534	1193919	Guadeloupe	4/22/1939		2443647	4531			Passiflora rubra						Guadeloupe (Antilles)			"Questel, Adrien"			
410	2651544	1193920	Guadeloupe	11/11/1942		2443646	5012			Passiflora rubra						"Ste [Sainte] Anne, Guadeloupe (Antilles)"			"Questel, Adrien"			
411	2651554	1193921	Montserrat	2/8/1907		695518	619			Passiflora rubra			Can not verify location due to extensive volcanic reshaping of island.			Ravine in Blakes mountain			"Shafer, J. A."			
412	2651564	1193922	Martinique	2/8/1939		2443672	3668			Passiflora rubra		"Tivoli not found in GeoNames.\n\nCultivated?  From Google search, reference to Tivoli Gardens: ""specimens collected by H. & M. Stehle (3251, 3572), from a plant cultivated in the Jardin d'Essais of Tivoli, Martinique, in 1939.""\nhttp://biostor.org/referen"		250 m.		Tivoli			"Stehle, H."	"Stehle, M."		
413	2651574	1193923	Saint Vincent and the Grenadines	1947-04-16/1947-04-25		1884142	5108			Passiflora rubra				300-400 meters		"Along Chateaubelair River, St Vincent."			"Morton, C. V."			
414	2651584	1193924	Dominica	7/21/1966		2566087	2526			Passiflora rubra	Saint Luke					St Luke: Vicinity of South Chiltern Estate.			"Stern, W. L."	"Wasshausen, D."		
415	2651594	1193925	Guadeloupe	1892		846341	2231			Passiflora rubra	Guadeloupe	Confirmed spelling Gourbeyre and Deshaies.\n? Grand ca Savane				Gourbeyre (Grand ca Savane) Deshaies			"Duss, Pere"			
416	2651604	1193926	Dominica	10/29/1964		2468883	1870			Passiflora rubra	Saint Paul			1800 ft.		Sylvania			"Nicolson, D. H."			
417	2651614	1193927	Antigua and Barbuda	1913-02-04/1913-02-16		639602	3459			Passiflora rubra						Antigua			"Rose, J. N."	"Fitch, William R."	"Russell, Paul G."	
418	2651624	1193928	Dominica	8/1/1965		2538424	1987			Passiflora rubra	Saint Joseph			ca. 100- 400 m.		"Layou River Valley, ridges north of river btween Layou Village and Cocoa Center"			"Ernst, W. R."			
419	2651634	1193929	Antigua and Barbuda	5/30/1937		1713743	811			Passiflora rubra						"Dark Valley, S.W. volcanic region, Antigua, British West Indies"			"Box, Harold E."			
420	2651644	1193930	Martinique	9/11/1937		2443664	2255			Passiflora rubra	Martinique			450 m.		Bois du Camp Balata			"Stehle, H."			
421	2651654	1193931	Jamaica	5/24/1904		520079	2171			Passiflora rubra	Saint Catherine					"Ferry [Fresh] River,on the Spanish Town Road."			"Maxon, William R."			
422	2651664	1193932	Cuba	1/19/1915		1414416	4333			Passiflora shaferi	Guantanamo					Oriente: Baracoa			"Ekman, Erik L."			
423	2651674	1193933	Haiti	12/5/1943		1880783	1840			Passiflora suberosa	Nord			1000 m.		La Victoire			"Holdridge, L. R."			
424	2651684	1193934	Dominican Republic	10/24/1950		1957859	2209			Passiflora suberosa	La Vegas	"Salto de Constanza, not identified/located."	confirmed from other specimen by this collector\n	1215 m.		Salto de Constanza			"Jimenez, Jose de Js."			
425	2651694	1193935	Dominican Republic	5/7/1921		1078568	1469			Passiflora suberosa	Puerto Plata					Puerto Plata			"Abbott, W. L."			
426	2651704	1193936	Antigua and Barbuda	11/27/1937		1714228	1290			Passiflora suberosa	Saint Paul					"Antigua, British West Indies: The Savannah (Indian Creek)"			"Box, Harold E."			
427	2651714	1193937	Antigua and Barbuda	7/4/1937		1713826	895			Passiflora suberosa	Saint George					"Long Island, Antigua, British West Indies."			"Box, Harold E."			
428	2651724	1193938	Dominica	11/30/1964		2468884	2095			Passiflora suberosa	Saint George			1000 feet		"Stony cliffside along road. St. George Parish, Deux Granges."			"Nicolson, D. H."			
429	2651734	1193939	Dominica	5/9/1964		2538421	1265			Passiflora suberosa	Saint Joseph			400 ft.		"Layou River Valley, Clarke Hall Estate ridge immediately northwest of Clarke Hall."			"Ernst, W. R."			
430	2651744	1193940	Dominica	3/28/1956		2114712	10323			Passiflora suberosa	Saint John			50-190 m.		Dominica: Hills north of Prince Rupert Bay: West Cabri; thick dry woods			"Smith, A. C."			
431	2651754	1193941	Virgin Islands	9/19/1918		1146382	152			Passiflora suberosa			British Virgin Islands			"In copses Experimental Station, Tortola."			"Fishlock, W. C."			
432	2651764	1193942	Jamaica	1905/1906		1110260	n.s.			Passiflora suberosa	Saint Thomas		"Danish ""ved Ensom hed"" means ""by lone called"",\nPlace name containing ""Gut"" in Saint Thomas parish, occurs both in Jamaica and in Saint Kitts & Nevis. Harvard Index of Botanists lists Borgesen F. in Jamaica 1906."			Gut ved Ensom hed.			"Borgesen, F."			
433	2651774	1193943	Dominican Republic	10/19/1947		1955273	1541			Passiflora suberosa	La Vega			1200 m.		"Unico ejemplar visto, Ruego la devolucion, Valle de Constanza, Prov. de La Vega."			"Jimenez, Jose de Js."			
434	2651784	1193944	Dominican Republic	1913-03		760297	4164			Passiflora suberosa			Both locations are Provinces.  Therefore unable to determine State/Territory applicable.			"San Pedro de Macoris, Santo Domingo"			"Rose, J. N."			
435	2651794	1193945	Dominican Republic	10/3/1946		2110961	9265			Passiflora suberosa	San Juan			3500 ft.		"Juan Santiago,"			"Howard, R. A."	"Howard, E. S."		
436	2651804	1193946	Dominican Republic	10/24/1947		1959649	16370			Passiflora suberosa	Distrito Nacional	City of Ciudad Trujillo is now called Santo Domingo.		0-25 m.		"Coral rock formation West of city, vicinity of Ciudad Trujillo [Santo Domingo], Province of Santo Domingo."			"Allard, H. A."			
437	2651814	1193947	Dominican Republic	1871-01/1871-03		91736	27			Passiflora suberosa									"Wright, W. G."	"Parry, C. C."	"Brummel, H."	
438	2651824	1193948	Dominican Republic	1923-02-01/1923-02-07		1145741	2507			Passiflora suberosa	El Seíbo			sea level		Jovero			"Abbott, W. L."			
439	2651834	1193949	Dominican Republic	1946-08-21/1946-08-25		2110801	8509			Passiflora suberosa	Barahona			3500 ft.		"Montiada Nueva, forested hillslopes S.E. of Polo"			"Howard, R. A."	"Howard, E. S."		
440	2651844	1193950	Dominican Republic	1871-01/1871-03		91736	30			Passiflora suberosa	Distrito Nacional					Santo Domingo			"Wright, C."	"Parry, C. C."	"Brummel, H."	
441	2651854	1193951	Dominican Republic	11/23/1923		1147195	2834			Passiflora suberosa	El Seíbo			300 m.		"Monte Redondo, east of Jovero,"			"Abbott, W. L."			
442	2651864	1193952	Dominican Republic	10/8/1938		2989525	s.n.			Passiflora suberosa		"Several places called ""Los Auyamas"", each located in a different state/territory."	Unable to determine state/territory.			Auyamas			"Canela, Miguel L."			
443	2651874	1193953	Montserrat	2/7/1907		695377	424			Passiflora suberosa		"? Settle Bay, Scule Bay.\n\nUnable to identify a bay that fits, either in GeoNames or Google. (Can search 'Bay/Montserrat' in GeoNames to list all bays.)"				Near S??le Bay			"Shafer, J. A."			
444	2651884	1193954	France	11/27/1938		1780025	583			Passiflora suberosa	Saint Barthélemy		"Saint Barthélemy listed as country in GeoNames, is an overseas collectivity of France (Wikipedia). \nConfirmed 'Saline'.\n? France (as country location)\n? date 27"			"Morne Saline, St. Barthélemy"			"Questel, Adrien"			
445	2651894	1193955	Virgin Islands	1913-02-10/1913-02-12		756463	587			Passiflora suberosa	Saint John Island	"Island of St. Jan [St John] in Danish West Indies. These islands were purchased by USA in 1917 and re-named US Virgin Islands. Note: US Virgin Islands does not appear in Country drop down list. ""Virgin Islands"" is another place - British Virgin Islands."	Chris - US Virgin Islands			"Wooded hill, Bordeaux, St Jan, [Danish] West Indies [U.S. Virgin Islands]."			"Britton, N. L."	"Shafer, J. A."		
446	2651904	1193956	Virgin Islands	8/28/1987		3148033	2063			Passiflora suberosa	Saint John Island			180 m.		"U.S. Virgin Islands, Cruz Bay Quarter, Jeep trail from L'Esperance to Seiben [Sieben]"			"Acevedo-Rodriquez, P."	"Reilly, A."	"Earhart, J."	
447	2651914	1193957	Guadeloupe	5/19/1981		3189648	908			Passiflora suberosa	Guadeloupe			350 m.		Bouillante: hauteurs de Village au depart de la Trace des Cretes.			"Jeremie, J."			
448	2651924	1193958	Guadeloupe	11/6/1955		1558710	428a			Passiflora suberosa	Guadeloupe	Limestone plateau of Desirade		125 m.		Plateau calcaire de la Désirade			"Stehle, H."			
449	2651934	1193959	Saint Vincent and the Grenadines	1889-09		1360114	1616			Passiflora suberosa				300 ft.		"Southern end of the island, scrubby forest and thickets."			"Smith, Herbert H."	"Smith, George W."		
450	2651944	1193960	Guadeloupe	10/23/1931		2443650	4488			Passiflora suberosa	Guadeloupe	Confirmed: Morne a l'Eau				Morne a l'Eau			"Questel, Adrien"			
451	2651954	1193961		1938-11		1780027	586			Passiflora suberosa	Saint Barthélemy		"Saint Barthélemy listed as country in GeoNames, is an overseas collectivity of France (Wikipedia). \nConfirmed 'Saline'.\ncountry name needs to be hand entered"			Morne Saline			"Questel, Adrien"			
452	2651964	1193962	Grenada	3/4/1924		1147735	316			Passiflora suberosa	Saint John	confirmed spelling of Gouyave				Near Gouyave: base of cliffs			"Miller, Gerrit S."			
